Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Japan,JPN,1977,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,9.315322987
Japan,JPN,1976,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,9.284319747
Japan,JPN,1975,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,9.230042682
Japan,JPN,1974,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.11989261
Japan,JPN,1973,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.79201329
Japan,JPN,1972,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,10.5216671
Japan,JPN,2022,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,3.07545E+13
Japan,JPN,2021,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.93801E+13
Japan,JPN,2020,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.8278E+13
Japan,JPN,2019,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.62393E+13
Japan,JPN,2018,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.57626E+13
Japan,JPN,2017,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.56336E+13
Japan,JPN,2016,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.55116E+13
Japan,JPN,2015,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.56823E+13
Japan,JPN,2014,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.42207E+13
Japan,JPN,2013,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.93745E+13
Japan,JPN,2012,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.88522E+13
Japan,JPN,2011,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.87438E+13
Japan,JPN,2010,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.86241E+13
Japan,JPN,2009,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.85775E+13
Japan,JPN,2008,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.8915E+13
Japan,JPN,2007,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.98548E+13
Japan,JPN,2006,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.01984E+13
Japan,JPN,2005,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.03408E+13
Japan,JPN,2004,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.97041E+13
Japan,JPN,2003,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.96013E+13
Japan,JPN,2002,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.96235E+13
Japan,JPN,2001,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.97246E+13
Japan,JPN,2000,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.01775E+13
Japan,JPN,1999,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.07085E+13
Japan,JPN,1998,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.0448E+13
Japan,JPN,1997,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.99033E+13
Japan,JPN,1996,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.8631E+13
Japan,JPN,1995,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.81125E+13
Japan,JPN,1994,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.76024E+13
Japan,JPN,1993,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.4908E+13
Japan,JPN,1992,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.4282E+13
Japan,JPN,1991,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.4146E+13
Japan,JPN,1990,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1.1354E+13
Japan,JPN,1989,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,8.294E+12
Japan,JPN,1988,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,9.758E+12
Japan,JPN,1987,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,9.338E+12
Japan,JPN,1986,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,8.067E+12
Japan,JPN,1985,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,8.173E+12
Japan,JPN,1984,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,7.457E+12
Japan,JPN,1983,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,7.17E+12
Japan,JPN,1982,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,6.675E+12
Japan,JPN,1981,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,6.521E+12
Japan,JPN,1980,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,6.02E+12
Japan,JPN,1979,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,5.987E+12
Japan,JPN,1978,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,5.352E+12
Japan,JPN,1977,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,4.178E+12
Japan,JPN,1976,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,3.919E+12
Japan,JPN,1975,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,3.162E+12
Japan,JPN,1974,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.941E+12
Japan,JPN,1973,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.7E+12
Japan,JPN,1972,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,2.395E+12
Japan,JPN,2022,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.32973616
Japan,JPN,2021,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.39254265
Japan,JPN,2020,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,38.48378409
Japan,JPN,2019,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.57402116
Japan,JPN,2018,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.33106502
Japan,JPN,2017,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.12584629
Japan,JPN,2016,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,38.08167567
Japan,JPN,2015,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,37.7000618
Japan,JPN,2014,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,37.14808498
Japan,JPN,2013,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.73703918
Japan,JPN,2012,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.5978583
Japan,JPN,2011,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.88607619
Japan,JPN,2010,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.89445596
Japan,JPN,2009,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,38.52486723
Japan,JPN,2008,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,34.43153831
Japan,JPN,2007,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,31.72960447
Japan,JPN,2006,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,31.60414704
Japan,JPN,2005,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.25948079
Japan,JPN,2004,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.51292888
Japan,JPN,2003,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,37.15083375
Japan,JPN,2002,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.28800361
Japan,JPN,2001,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.91597204
Japan,JPN,2000,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,32.292887
Japan,JPN,1999,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,35.65445558
Japan,JPN,1998,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,33.80779094
Japan,JPN,1997,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,31.23953296
Japan,JPN,1996,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,29.38509122
Japan,JPN,1995,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,28.94966076
Japan,JPN,1994,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,28.84674633
Japan,JPN,1993,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,22.23050655
Japan,JPN,1992,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,21.24380848
Japan,JPN,1991,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,19.24494932
Japan,JPN,1990,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,18.27576216
Japan,JPN,1989,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,14.90493477
Japan,JPN,1988,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,18.73799831
Japan,JPN,1987,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,19.81244165
Japan,JPN,1986,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,19.36622254
Japan,JPN,1985,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,20.32932866
Japan,JPN,1984,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,20.29060434
Japan,JPN,1983,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,21.19483284
Japan,JPN,1982,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,20.24383587
Japan,JPN,1981,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,20.63150568
Japan,JPN,1980,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,21.46703277
Japan,JPN,1979,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,24.72026095
Japan,JPN,1978,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,25.83136252
Japan,JPN,1977,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,22.51077586
Japan,JPN,1976,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,23.55876165
Japan,JPN,1975,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,21.52484683
Japan,JPN,1974,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,18.38929532
Japan,JPN,1973,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,19.00872994
Japan,JPN,1972,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,23.00893458
Japan,JPN,2022,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.589464048
Japan,JPN,2021,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.403838036
Japan,JPN,2020,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.31641186
Japan,JPN,2019,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.778067067
Japan,JPN,2018,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.702754229
Japan,JPN,2017,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.709249721
Japan,JPN,2016,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.757038007
Japan,JPN,2015,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.85201453
Japan,JPN,2014,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,4.754188845
Japan,JPN,2013,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.875614663
Japan,JPN,2012,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.831627256
Japan,JPN,2011,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.829542671
Japan,JPN,2010,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.725792432
Japan,JPN,2009,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.790572284
Japan,JPN,2008,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.618156085
Japan,JPN,2007,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.712986176
Japan,JPN,2006,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.80788706
Japan,JPN,2005,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.844915007
Japan,JPN,2004,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.76120587
Japan,JPN,2003,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.786585943
Japan,JPN,2002,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.796364652
Japan,JPN,2001,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.783926055
Japan,JPN,2000,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.824613127
Japan,JPN,1999,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.973797518
Japan,JPN,1998,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.878049308
Japan,JPN,1997,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.73263114
Japan,JPN,1996,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.569299313
Japan,JPN,1995,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.560364518
Japan,JPN,1994,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,3.534123838
Japan,JPN,2022,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0084E+12
Japan,JPN,2021,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.934E+11
Japan,JPN,2020,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.195E+11
Japan,JPN,2019,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.412E+11
Japan,JPN,2018,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0711E+12
Japan,JPN,2017,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0241E+12
Japan,JPN,2016,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.39E+11
Japan,JPN,2015,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0487E+12
Japan,JPN,2014,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0731E+12
Japan,JPN,2013,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0344E+12
Japan,JPN,2012,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.972E+11
Japan,JPN,2011,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.742E+11
Japan,JPN,2010,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,7.859E+11
Japan,JPN,2009,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,7.319E+11
Japan,JPN,2008,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.831E+11
Japan,JPN,2007,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.41E+11
Japan,JPN,2006,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.473E+11
Japan,JPN,2005,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.303E+11
Japan,JPN,2004,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.618E+11
Japan,JPN,2003,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.45E+11
Japan,JPN,2002,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.351E+11
Japan,JPN,2001,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.016E+11
Japan,JPN,2000,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.764E+11
Japan,JPN,1999,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.637E+11
Japan,JPN,1998,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.205E+11
Japan,JPN,1997,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0117E+12
Japan,JPN,1996,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.1093E+12
Japan,JPN,1995,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.0321E+12
Japan,JPN,1994,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.943E+11
Japan,JPN,1993,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,9.63E+11
Japan,JPN,1992,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.006E+12
Japan,JPN,1991,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,1.021E+12
Japan,JPN,1990,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,8.18E+11
Japan,JPN,1989,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,7.27E+11
Japan,JPN,1988,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,7.18E+11
Japan,JPN,1987,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.27E+11
Japan,JPN,1986,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,5.52E+11
Japan,JPN,1985,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.59E+11
Japan,JPN,1984,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.93E+11
Japan,JPN,1983,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.4E+11
Japan,JPN,1982,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.89E+11
Japan,JPN,1981,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.81E+11
Japan,JPN,1980,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.47E+11
Japan,JPN,1979,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,6.98E+11
Japan,JPN,1978,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,5.38E+11
Japan,JPN,1977,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,5.25E+11
Japan,JPN,1976,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,5.07E+11
Japan,JPN,1975,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,3.73E+11
Japan,JPN,1974,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,3.56E+11
Japan,JPN,1973,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,4.67E+11
Japan,JPN,1972,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,3.56E+11
Japan,JPN,2022,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.280911322
Japan,JPN,2021,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.214887058
Japan,JPN,2020,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.232679314
Japan,JPN,2019,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.476024019
Japan,JPN,2018,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.644175847
Japan,JPN,2017,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.613469898
Japan,JPN,2016,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.57028138
Japan,JPN,2015,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.727298631
Japan,JPN,2014,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.820470496
Japan,JPN,2013,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.983840065
Japan,JPN,2012,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.871771549
Japan,JPN,2011,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.900814946
Japan,JPN,2010,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.782510575
Japan,JPN,2009,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.786607886
Japan,JPN,2008,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.898804942
Japan,JPN,2007,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.751238522
Japan,JPN,2006,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.710251943
Japan,JPN,2005,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.750942004
Japan,JPN,2004,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.768727309
Japan,JPN,2003,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.838219298
Japan,JPN,2002,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.786058011
Japan,JPN,2001,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.742013517
Japan,JPN,2000,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.604208576
Japan,JPN,1999,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.700625354
Japan,JPN,1998,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.732079888
Japan,JPN,1997,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.778191015
Japan,JPN,1996,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.95080174
Japan,JPN,1995,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.837604935
Japan,JPN,1994,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.790386329
Japan,JPN,1993,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.677466555
Japan,JPN,1992,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.747711124
Japan,JPN,1991,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.610079952
Japan,JPN,1990,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.392814575
Japan,JPN,1989,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.389074651
Japan,JPN,1988,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.464588773
Japan,JPN,1987,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.409052092
Japan,JPN,1986,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.392919327
Japan,JPN,1985,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.725582613
Japan,JPN,1984,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.988294027
Japan,JPN,1983,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1.996194754
Japan,JPN,1982,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.224374496
Japan,JPN,1981,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.307145035
Japan,JPN,1980,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.451500455
Japan,JPN,1979,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,3.035706519
Japan,JPN,1978,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.725568671
Japan,JPN,1977,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.958079784
Japan,JPN,1976,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,3.194304435
Japan,JPN,1975,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.576322697
Japan,JPN,1974,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2.251312211
Japan,JPN,1973,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,3.402550091
Japan,JPN,1972,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,3.517438988
Japan,JPN,2022,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0127E+12
Japan,JPN,2021,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.944E+11
Japan,JPN,2020,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.2E+11
Japan,JPN,2019,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.589E+11
Japan,JPN,2018,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0738E+12
Japan,JPN,2017,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0241E+12
Japan,JPN,2016,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.39E+11
Japan,JPN,2015,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0487E+12
Japan,JPN,2014,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0731E+12
Japan,JPN,2013,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0344E+12
Japan,JPN,2012,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.972E+11
Japan,JPN,2011,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.742E+11
Japan,JPN,2010,Taxes on international trade (current LCU),GC.TAX.INTT.CN,7.859E+11
Japan,JPN,2009,Taxes on international trade (current LCU),GC.TAX.INTT.CN,7.319E+11
Japan,JPN,2008,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.831E+11
Japan,JPN,2007,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.41E+11
Japan,JPN,2006,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.473E+11
Japan,JPN,2005,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.303E+11
Japan,JPN,2004,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.618E+11
Japan,JPN,2003,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.45E+11
Japan,JPN,2002,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.351E+11
Japan,JPN,2001,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.016E+11
Japan,JPN,2000,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.764E+11
Japan,JPN,1999,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.637E+11
Japan,JPN,1998,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.205E+11
Japan,JPN,1997,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0117E+12
Japan,JPN,1996,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.1093E+12
Japan,JPN,1995,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.0321E+12
Japan,JPN,1994,Taxes on international trade (current LCU),GC.TAX.INTT.CN,9.943E+11
Japan,JPN,1993,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.243E+12
Japan,JPN,1992,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.156E+12
Japan,JPN,1991,Taxes on international trade (current LCU),GC.TAX.INTT.CN,1.211E+12
Japan,JPN,1990,Taxes on international trade (current LCU),GC.TAX.INTT.CN,8.27E+11
Japan,JPN,1989,Taxes on international trade (current LCU),GC.TAX.INTT.CN,7.36E+11
Japan,JPN,1988,Taxes on international trade (current LCU),GC.TAX.INTT.CN,7.27E+11
Japan,JPN,1987,Taxes on international trade (current LCU),GC.TAX.INTT.CN,6.35E+11
Japan,JPN,1986,Taxes on international trade (current LCU),GC.TAX.INTT.CN,5.6E+11
Japan,JPN,1985,Taxes on international trade (current LCU),GC.TAX.INTT.CN,6.68E+11
Japan,JPN,1984,Taxes on international trade (current LCU),GC.TAX.INTT.CN,7.02E+11
Japan,JPN,1983,Taxes on international trade (current LCU),GC.TAX.INTT.CN,6.48E+11
Japan,JPN,1982,Taxes on international trade (current LCU),GC.TAX.INTT.CN,6.97E+11
Japan,JPN,1981,Taxes on international trade (current LCU),GC.TAX.INTT.CN,6.9E+11
